ID,user_ID,role_ID
cc0e8400-e29b-41d4-a716-446655440036,880e8400-e29b-41d4-a716-446655440036,990e8400-e29b-41d4-a716-446655440037
cc0e8400-e29b-41d4-a716-446655440037,880e8400-e29b-41d4-a716-446655440037,990e8400-e29b-41d4-a716-446655440038
cc0e8400-e29b-41d4-a716-446655440038,880e8400-e29b-41d4-a716-446655440038,990e8400-e29b-41d4-a716-446655440039
cc0e8400-e29b-41d4-a716-446655440039,880e8400-e29b-41d4-a716-446655440039,990e8400-e29b-41d4-a716-446655440040
cc0e8400-e29b-41d4-a716-446655440040,880e8400-e29b-41d4-a716-446655440040,990e8400-e29b-41d4-a716-446655440041
cc0e8400-e29b-41d4-a716-446655440041,880e8400-e29b-41d4-a716-446655440041,990e8400-e29b-41d4-a716-446655440042
cc0e8400-e29b-41d4-a716-446655440042,880e8400-e29b-41d4-a716-446655440042,990e8400-e29b-41d4-a716-446655440043
cc0e8400-e29b-41d4-a716-446655440043,880e8400-e29b-41d4-a716-446655440043,990e8400-e29b-41d4-a716-446655440044
cc0e8400-e29b-41d4-a716-446655440044,880e8400-e29b-41d4-a716-446655440044,990e8400-e29b-41d4-a716-446655440045
cc0e8400-e29b-41d4-a716-446655440045,880e8400-e29b-41d4-a716-446655440045,990e8400-e29b-41d4-a716-446655440046
cc0e8400-e29b-41d4-a716-446655440046,880e8400-e29b-41d4-a716-446655440046,990e8400-e29b-41d4-a716-446655440047
cc0e8400-e29b-41d4-a716-446655440047,880e8400-e29b-41d4-a716-446655440047,990e8400-e29b-41d4-a716-446655440048
cc0e8400-e29b-41d4-a716-446655440048,880e8400-e29b-41d4-a716-446655440048,990e8400-e29b-41d4-a716-446655440049
cc0e8400-e29b-41d4-a716-446655440049,880e8400-e29b-41d4-a716-446655440049,990e8400-e29b-41d4-a716-446655440050
cc0e8400-e29b-41d4-a716-446655440050,880e8400-e29b-41d4-a716-446655440050,990e8400-e29b-41d4-a716-446655440001
